city,st,state,lat,lon,county,zip,bad_lat,bad_lon,distance_miles,geocode_flag
Hilltop,MN,Minnesota,45.05222,-93.24944,Anoka,55421,45.05222,-93.24944,0.0,OK
Hinckley,MN,Minnesota,46.01556,-92.94111,Pine,55037,46.0794566582597,-92.9097275437705,4.664078708204059,Review
Hitterdal,MN,Minnesota,46.97694,-96.25611,Clay,56552,46.97694,-96.25611,0.0,OK
Hoffman,MN,Minnesota,45.83,-95.78917,Grant,56339,50.65165343184903,-93.38532034650571,351.0819069040656,Bad
Hokah,MN,Minnesota,43.75944,-91.34639,Houston,55941,43.844596321450496,-91.30074976765614,6.306559809473631,Review
Holdingford,MN,Minnesota,45.733,-94.467,Stearns,56340,46.883556596692245,-90.43259626649593,208.78884094311618,Bad
Holland,MN,Minnesota,44.08889,-96.18972,Pipestone,56139,44.15642712649622,-96.1641903243451,4.832774566375092,Review
Hollandale,MN,Minnesota,43.76,-93.20306,Freeborn,56045,45.26501079929845,-91.08000261195288,147.64334374407693,Bad
Holloway,MN,Minnesota,45.24833,-95.91222,Swift,56249,45.24833,-95.91222,0.0,OK
Holt,MN,Minnesota,48.29222,-96.19417,Marshall,56738,48.29222,-96.19417,0.0,OK
Hopkins,MN,Minnesota,44.9307694,-93.4016917,Hennepin,"55305, 55343, 55345",47.45705100745531,-90.18850284170492,232.76411691731113,Bad
Houston,MN,Minnesota,43.76167,-91.56861,Houston,55943,43.76167,-91.56861,0.0,OK
Howard Lake,MN,Minnesota,45.067,-94.067,Wright,"55349, 55575",48.68662731761211,-92.86974117127306,256.3739237682885,Bad
Hoyt Lakes,MN,Minnesota,47.52139,-92.13722,St. Louis,55750,51.056463485202926,-89.11261687243615,279.8933392495802,Bad
Hugo,MN,Minnesota,45.15222,-92.96333,Washington,55038,46.18464664914232,-91.14740490263775,113.19872137072146,Bad
Humboldt,MN,Minnesota,48.92139,-97.09472,Kittson,56731,48.92139,-97.09472,0.0,OK
Hutchinson,MN,Minnesota,44.88889,-94.375,McLeod,55350,49.30621899348867,-89.8931319946297,371.0832548095241,Bad
Ihlen,MN,Minnesota,43.90889,-96.36917,Pipestone,56140,43.99040044688599,-96.31174147941051,6.314689740660819,Review
Independence,MN,Minnesota,45.0175,-93.69944,Hennepin,"55357, 55359",45.0175,-93.69944,0.0,OK
International Falls,MN,Minnesota,48.59167,-93.40528,Koochiching,56649,50.97535223089862,-91.36042123819573,188.43071847020875,Bad
Inver Grove Heights,MN,Minnesota,44.8375,-93.05167,Dakota,"55076, 55077",44.86955435605883,-93.02778830442902,2.5050405661803334,Review
Iona,MN,Minnesota,43.915,-95.78528,Murray,56141,43.915,-95.78528,0.0,OK
Iron Junction,MN,Minnesota,47.41694,-92.60444,St. Louis,55751,47.41694,-92.60444,0.0,OK
Ironton,MN,Minnesota,46.47667,-93.98611,Crow Wing,56455,46.47667,-93.98611,0.0,OK
Isanti,MN,Minnesota,45.49028,-93.24778,Isanti,55040,45.49028,-93.24778,0.0,OK
Isle,MN,Minnesota,46.14056,-93.46667,Mille Lacs,56342,46.18050821531657,-93.43811108745784,3.080846476359672,Review
Ivanhoe,MN,Minnesota,44.467,-96.25,Lincoln,56142,44.467,-96.25,0.0,OK
Jackson,MN,Minnesota,43.62083,-94.98861,Jackson,56143,46.91437232737322,-93.5602678781813,237.85782470661218,Bad
Janesville,MN,Minnesota,44.11778,-93.70806,Waseca,56048,44.11778,-93.70806,0.0,OK
Jasper,MN,Minnesota,43.85028,-96.39972,Pipestone,56144,43.90028027370825,-96.33333163628627,4.786398747092524,Review
Jeffers,MN,Minnesota,44.0575,-95.19583,Cottonwood,56145,44.0575,-95.19583,0.0,OK
Jenkins,MN,Minnesota,46.64806,-94.3325,Crow Wing,"56456, 56472",46.74636036601196,-94.2433468962512,8.0035876346329,Review
Johnson,MN,Minnesota,45.57222,-96.29639,Big Stone,,45.57222,-96.29639,0.0,OK
Jordan,MN,Minnesota,44.66833,-93.6325,Scott,55352,44.66833,-93.6325,0.0,OK
Kandiyohi,MN,Minnesota,45.13306,-94.93306,Kandiyohi,56251,45.13306,-94.93306,0.0,OK
Karlstad,MN,Minnesota,48.57611,-96.51889,Kittson,56732,48.57611,-96.51889,0.0,OK
Kasota,MN,Minnesota,44.29056,-93.96417,Le Sueur,56050,44.379287667471786,-93.90475797126643,6.79706545780499,Review
Kasson,MN,Minnesota,44.03167,-92.75028,Dodge,55944,45.66652948402516,-91.0207079894595,141.2805095060896,Bad
Keewatin,MN,Minnesota,47.39639,-93.07833,Itasca,55753,52.16596215688645,-90.5952079671888,347.80560572412134,Bad
Kelliher,MN,Minnesota,47.94278,-94.44944,Beltrami,56650,47.94278,-94.44944,0.0,OK
Kellogg,MN,Minnesota,44.30694,-91.99889,Wabasha,55945,46.88863600375079,-89.21564588008229,223.56656862477877,Bad
Kennedy,MN,Minnesota,48.6425,-96.90861,Kittson,56733,48.6425,-96.90861,0.0,OK
Kenneth,MN,Minnesota,43.75417,-96.07222,Rock,56147,43.75417,-96.07222,0.0,OK
Kensington,MN,Minnesota,45.77778,-95.69556,Douglas,56343,49.902886420925576,-92.44525381997087,322.53661606014,Bad
Kent,MN,Minnesota,46.43667,-96.68556,Wilkin,56553,46.49210851908908,-96.63451236541707,4.538660611637664,Review
Kenyon,MN,Minnesota,44.27139,-92.98611,Goodhue,55946,44.3329227961071,-92.91419068502724,5.546812784184037,Review
Kerkhoven,MN,Minnesota,45.19167,-95.31667,Swift,56252,49.365531780965895,-91.90060872437618,329.96160891934835,Bad
Kerrick,MN,Minnesota,46.33972,-92.58583,Pine,55756,48.16375465128494,-91.18458898273457,142.19715466598143,Bad
Kettle River,MN,Minnesota,46.48722,-92.87722,Carlton,55757,46.48722,-92.87722,0.0,OK
Kiester,MN,Minnesota,43.5375,-93.71167,Faribault,56051,47.57484185317051,-89.67185417940922,340.71069781483476,Bad
Kilkenny,MN,Minnesota,44.31306,-93.57444,Le Sueur,,44.31306,-93.57444,0.0,OK
Kimball,MN,Minnesota,45.317,-94.3,Stearns,55353,45.3665977316055,-94.25090642384033,4.177075098613944,Review
Kinbrae,MN,Minnesota,43.825,-95.4875,Nobles,,43.915810140395934,-95.43417320823903,6.811866112736209,Review
Kingston,MN,Minnesota,45.2,-94.317,Meeker,55325,45.26514813530221,-94.24862220439731,5.601101869967221,Review
Kinney,MN,Minnesota,47.51444,-92.73167,St. Louis,55758,47.51444,-92.73167,0.0,OK
La Crescent,MN,Minnesota,43.82667,-91.305,Houston,55947,43.82667,-91.305,0.0,OK
Lafayette,MN,Minnesota,44.44722,-94.39472,Nicollet,56054,44.50155662741756,-94.3544542942105,4.247236715468355,Review
Lake Benton,MN,Minnesota,44.26167,-96.28667,Lincoln,56149,44.26167,-96.28667,0.0,OK
Lake Bronson,MN,Minnesota,48.7325,-96.66278,Kittson,56734,48.7325,-96.66278,0.0,OK
Lake,MN,Minnesota,0.0,0.0,,,0.06512423788959994,0.09078353289394928,7.710664812745721,Review
Lake Crystal,MN,Minnesota,44.10583,-94.21889,Blue Earth,56055,44.10583,-94.21889,0.0,OK
Lake Elmo,MN,Minnesota,44.99889,-92.90944,Washington,55042,45.019019797094465,-92.880494184866,1.9856343769129763,Review
Lakefield,MN,Minnesota,43.67778,-95.17222,Jackson,56150,43.7772498413058,-95.10246088535982,7.704345313791968,Review
Lake Henry,MN,Minnesota,45.46056,-94.795,Stearns,,50.25954653426844,-91.2212039884251,370.7555498491348,Bad
Lakeland,MN,Minnesota,44.95361,-92.77,Washington,55043,44.95361,-92.77,0.0,OK
Lakeland Shores,MN,Minnesota,44.94917,-92.76333,Washington,55043,44.94917,-92.76333,0.0,OK
Lake Lillian,MN,Minnesota,44.94444,-94.88083,Kandiyohi,56253,48.597289288933176,-90.60624120963004,323.6562771095919,Bad
Lake Park,MN,Minnesota,46.88583,-96.09556,Becker,56554,46.88583,-96.09556,0.0,OK
Lake St. Croix Beach,MN,Minnesota,44.92194,-92.77,Washington,55043,45.01677258510288,-92.71785314219763,7.029762296433154,Review
Lake Shore,MN,Minnesota,46.50083,-94.3575,Cass,,46.520177615242694,-94.31666520830741,2.3618130854850974,Review
Lakeville,MN,Minnesota,44.64972,-93.2425,Dakota,55044,44.64972,-93.2425,0.0,OK
Lake Wilson,MN,Minnesota,43.99639,-95.95222,Murray,56151,44.05444705129796,-95.86342174058986,5.9695568165371835,Review
Lamberton,MN,Minnesota,44.22917,-95.26722,Redwood,56152,44.299037219912016,-95.24357162151306,4.96463887171682,Review
Lancaster,MN,Minnesota,48.85889,-96.80472,Kittson,56735,48.85889,-96.80472,0.0,OK
Landfall,MN,Minnesota,44.95111,-92.97694,Washington,,44.96269876549496,-92.89716777087484,3.992248241263031,Review
Lanesboro,MN,Minnesota,43.7175,-91.975,Fillmore,55949,43.7175,-91.975,0.0,OK
Laporte,MN,Minnesota,47.21389,-94.755,Hubbard,56461,47.2776924187619,-94.67004220669044,5.949716328685971,Review
La Prairie,MN,Minnesota,47.22667,-93.49361,Itasca,,47.22667,-93.49361,0.0,OK
La Salle,MN,Minnesota,44.07028,-94.57028,Watonwan,56056,44.094264555534025,-94.47946663902658,4.813494627943692,Review
Lastrup,MN,Minnesota,46.03972,-94.06167,Morrison,56344,46.03972,-94.06167,0.0,OK
Lauderdale,MN,Minnesota,44.99444,-93.20167,Ramsey,"55108, 55113",45.02184750526599,-93.17658201556138,2.256612807185555,Review
Le Center,MN,Minnesota,44.38861,-93.73083,Le Sueur,56057,48.332858159384756,-89.58243523765296,336.891165744467,Bad
Lengby,MN,Minnesota,47.51528,-95.63528,Polk,,47.552332471128416,-95.58342873830111,3.526685131610422,Review
Leonard,MN,Minnesota,47.6525,-95.26917,Clearwater,56652,51.879955097225405,-90.28080479757895,367.54692253690615,Bad
Leonidas,MN,Minnesota,47.46806,-92.56806,St. Louis,,47.46806,-92.56806,0.0,OK
Le Roy,MN,Minnesota,43.51056,-92.50472,Mower,55951,48.426850119072796,-88.82695613292375,382.8557347092706,Bad
Lester Prairie,MN,Minnesota,44.88444,-94.0425,McLeod,55354,44.88444,-94.0425,0.0,OK
Le Sueur,MN,Minnesota,44.46583,-93.90889,Le Sueur,56058,44.50200615730467,-93.84885260939959,3.879008256469931,Review
Lewiston,MN,Minnesota,43.98556,-91.86611,Winona,55952,43.98556,-91.86611,0.0,OK
Lewisville,MN,Minnesota,43.92278,-94.43667,Watonwan,56060,43.92278,-94.43667,0.0,OK
Lexington,MN,Minnesota,45.1375,-93.17222,Anoka,55014,49.89282031903866,-90.68076677814588,348.54719152915715,Bad
Lilydale,MN,Minnesota,44.90056,-93.13944,Dakota,55118,44.95209315367018,-93.11225328465964,3.8002365787610426,Review
Lindstrom,MN,Minnesota,45.38778,-92.84389,Chisago,55045,45.40478497740068,-92.8025758852549,2.328007301361002,Review
Lino Lakes,MN,Minnesota,45.1675,-93.0975,Anoka,55014/55038,45.1675,-93.0975,0.0,OK
Lismore,MN,Minnesota,43.74833,-95.94861,Nobles,56155,45.16777064016132,-91.94979133320612,220.67241357636559,Bad
Litchfield,MN,Minnesota,45.117,-94.533,Meeker,55355,45.19815198625742,-94.49872607106182,5.848878576095427,Review
Little Canada,MN,Minnesota,45.02083,-93.07917,Ramsey,"55109, 55117",48.19281411919105,-89.27625357461147,284.14109249021817,Bad
Little Falls,MN,Minnesota,45.9775,-94.36417,Morrison,56345,49.093508291024,-92.10890578691769,239.70836596558598,Bad
Littlefork,MN,Minnesota,48.39778,-93.55694,Koochiching,56653,53.01324157907354,-91.93255684519524,326.88117483269184,Bad
Long Beach,MN,Minnesota,45.64806,-95.43,Pope,,45.73099800629864,-95.39872843518994,5.924514053586824,Review
Long Lake,MN,Minnesota,44.98472,-93.57083,Hennepin,55356,44.98472,-93.57083,0.0,OK
Long Prairie,MN,Minnesota,45.97472,-94.86556,Todd,56347,46.04563703245415,-94.82379534697414,5.294331418880029,Review
Longville,MN,Minnesota,46.98528,-94.21417,Cass,56655,49.699025131695485,-89.21474127356073,296.85645999436986,Bad
Lonsdale,MN,Minnesota,44.48,-93.43056,Rice,55046,44.48,-93.43056,0.0,OK
Loretto,MN,Minnesota,45.05389,-93.63444,Hennepin,,45.05389,-93.63444,0.0,OK
Louisburg,MN,Minnesota,45.16583,-96.17222,Lac qui Parle,56256,45.21673091147667,-96.15026445260719,3.674892332935964,Review
Lowry,MN,Minnesota,45.70472,-95.51611,Pope,56349,45.722403727495625,-95.48688319271308,1.868426939883918,Review
Lucan,MN,Minnesota,44.40917,-95.41167,Redwood,56255,44.40917,-95.41167,0.0,OK
Luverne,MN,Minnesota,43.65583,-96.21028,Rock,56156,43.65583,-96.21028,0.0,OK
Lyle,MN,Minnesota,43.50528,-92.94389,Mower,55953,45.263526095392955,-89.52948592163278,208.10565029442535,Bad
Lynd,MN,Minnesota,44.38667,-95.89194,Lyon,56157,44.44099490115742,-95.85406195971755,4.193310609583195,Review
Mabel,MN,Minnesota,43.52194,-91.76944,Fillmore,55954,43.608535925096525,-91.67638043293408,7.587094481254226,Review
McGrath,MN,Minnesota,46.24333,-93.27417,Aitkin,56350,46.24333,-93.27417,0.0,OK
McGregor,MN,Minnesota,46.60833,-93.30611,Aitkin,55760,46.6875062966947,-93.21651049608327,6.933681451611653,Review
McIntosh,MN,Minnesota,47.63639,-95.88722,Polk,56556,47.73308389577218,-95.85957845101383,6.803581654895251,Review
McKinley,MN,Minnesota,0.0,0.0,,,0.0,0.0,0.0,OK
Madelia,MN,Minnesota,44.05028,-94.41583,Watonwan,56062,44.05028,-94.41583,0.0,OK
Madison,MN,Minnesota,45.01361,-96.18944,Lac qui Parle,56256,45.01361,-96.18944,0.0,OK
Madison Lake,MN,Minnesota,44.20389,-93.81333,Blue Earth,56063,46.66071113689719,-90.29776870434304,240.7978427042446,Bad
Magnolia,MN,Minnesota,43.64472,-96.07722,Rock,56158,43.64472,-96.07722,0.0,OK
Mahnomen,MN,Minnesota,47.31583,-95.96944,Mahnomen,56557,51.613278278224165,-92.91477535319251,327.23849641124224,Bad
Mahtomedi,MN,Minnesota,45.06083,-92.95889,Washington,55115,45.15620251889147,-92.88864503916027,7.427959472192918,Review
Manchester,MN,Minnesota,43.725,-93.45083,Freeborn,56007,47.64283903452383,-89.21171751580424,339.47136414707205,Bad
Manhattan Beach,MN,Minnesota,46.72694,-94.13417,Crow Wing,56442,46.72694,-94.13417,0.0,OK
Mankato,MN,Minnesota,44.167,-94.0,Blue Earth,56001-56003,44.222592190085045,-93.92127714099676,5.479495084893535,Review
Mantorville,MN,Minnesota,44.06722,-92.7575,Dodge,55955,44.06722,-92.7575,0.0,OK
Maple Grove,MN,Minnesota,45.0725,-93.45556,Hennepin,"55311, 55369",49.31349147696065,-89.76668342690162,340.4953798014004,Bad
Maple Lake,MN,Minnesota,45.23,-94.00111,Wright,55358,45.23,-94.00111,0.0,OK
Maple Plain,MN,Minnesota,45.00833,-93.65889,Hennepin,,47.06374636427113,-90.02819071811702,225.02104477340893,Bad
Mapleton,MN,Minnesota,43.92722,-93.95528,Blue Earth,56065,43.971204970952826,-93.86218543890195,5.548415951897433,Review
Mapleview,MN,Minnesota,43.68861,-92.97639,Mower,,43.68861,-92.97639,0.0,OK
Maplewood,MN,Minnesota,45.00833,-93.04444,Ramsey,"55106, 55109, 55117, 55119",45.00833,-93.04444,0.0,OK
Marble,MN,Minnesota,47.31944,-93.29611,Itasca,55764,49.65202678942954,-89.82132488472382,226.78179519634844,Bad
Marietta,MN,Minnesota,45.01111,-96.41833,Lac qui Parle,56257,45.01111,-96.41833,0.0,OK
Marine on St. Croix,MN,Minnesota,45.19861,-92.76972,Washington,55047,45.232379534205094,-92.70309960552756,4.001466901693776,Review
Marshall,MN,Minnesota,44.44722,-95.78778,Lyon,56258,44.47654931256501,-95.74404937849984,2.962656409969231,Review
Mayer,MN,Minnesota,44.88528,-93.89,Carver,55360,44.97848808959661,-93.87015621075876,6.509506504906564,Review
Maynard,MN,Minnesota,44.90639,-95.46861,Chippewa,56260,48.99625159227885,-92.33931609135232,318.8773685716766,Bad
Mazeppa,MN,Minnesota,44.2725,-92.54417,Wabasha,55956,44.2725,-92.54417,0.0,OK
Meadowlands,MN,Minnesota,47.07278,-92.73167,St. Louis,55765,47.16570297505225,-92.70478777847998,6.543061855787925,Review
Medford,MN,Minnesota,44.17278,-93.24694,Steele,55049,44.17278,-93.24694,0.0,OK
Medicine Lake,MN,Minnesota,45.00194,-93.42139,Hennepin,55441,46.8262501403897,-89.11927209652698,242.61592676603547,Bad
Medina,MN,Minnesota,45.04472,-93.57306,Hennepin,"55340, 55357, 55359",45.108100081426166,-93.52304967531789,5.014274691162344,Review
Meire Grove,MN,Minnesota,45.633,-94.867,Stearns,,45.67008174124531,-94.84802547043313,2.720848709607076,Review
Melrose,MN,Minnesota,45.67444,-94.81389,Stearns,56352,45.729138957536506,-94.79666559322554,3.868514285378356,Review
Menahga,MN,Minnesota,46.75306,-95.09972,Wadena,56464,46.76557111623012,-95.08301492722829,1.1729086439017729,Review
Mendota,MN,Minnesota,44.88556,-93.16056,Dakota,55150,44.91742406589395,-93.12653333291375,2.762246179718505,Review
Mendota Heights,MN,Minnesota,44.88694,-93.135,Dakota,"55118, 55120",46.276723713558084,-91.39666363230599,127.73794103190235,Bad
Mentor,MN,Minnesota,47.69889,-96.14222,Polk,56736,49.52712529575521,-93.58555049620932,172.26069993394867,Bad
Middle River,MN,Minnesota,48.435,-96.16361,Marshall,56737,51.46763284211407,-91.64981114392904,290.4946606969379,Bad
Miesville,MN,Minnesota,44.59861,-92.8075,Dakota,,44.69032438778536,-92.79334111104974,6.371203608708259,Review
Milaca,MN,Minnesota,45.75667,-93.65139,Mille Lacs,56353,45.75667,-93.65139,0.0,OK
Milan,MN,Minnesota,45.11056,-95.91222,Chippewa,56262,45.13031666401847,-95.85330832253999,3.1870010679771092,Review
Millerville,MN,Minnesota,46.06639,-95.56139,Douglas,,46.143031634511445,-95.5178041116274,5.692566583473522,Review
Millville,MN,Minnesota,44.245,-92.29472,Wabasha,55957,44.245,-92.29472,0.0,OK
Milroy,MN,Minnesota,44.41806,-95.55333,Redwood,56263,44.46550323832317,-95.45706849840133,5.779709345811928,Review
Miltona,MN,Minnesota,46.04472,-95.29389,Douglas,56354,46.10382401349604,-95.20779000807902,5.813181793071884,Review
Minneapolis,MN,Minnesota,44.98194,-93.26917,Hennepin,55401–55488 (range includes some ZIP Codes for Minneapolis suburbs),45.018922392439755,-93.21407965153952,3.715720591864847,Review
Minneiska,MN,Minnesota,44.19278,-91.86917,Wabasha,55910,44.22313693906057,-91.78473008413124,4.688196838073013,Review
Minneota,MN,Minnesota,44.56222,-95.98556,Lyon,56264,48.9420225339059,-92.36819468955439,347.78613430711147,Bad
Minnesota,MN,Minnesota,0.0,0.0,,,0.04864597523252767,0.03686595506837176,4.204050583471002,Review
Minnesota Lake,MN,Minnesota,43.84139,-93.83278,Blue Earth,56068,43.854720447517785,-93.75816683614464,3.839954936307573,Review
Minnetonka,MN,Minnesota,44.91333,-93.50333,Hennepin,"55305, 55343, 55345, 55391[4]",44.98468576927542,-93.45850866886694,5.3953317369244145,Review
Minnetonka Beach,MN,Minnesota,44.93944,-93.59167,Hennepin,55361,44.93944,-93.59167,0.0,OK
Minnetrista,MN,Minnesota,44.93833,-93.71778,Hennepin,55331,44.93833,-93.71778,0.0,OK
Mizpah,MN,Minnesota,47.92528,-94.20639,Koochiching,56660,47.92528,-94.20639,0.0,OK
Montevideo,MN,Minnesota,44.94861,-95.72028,Chippewa,56265,44.97037195480128,-95.63698843437626,4.351314987787707,Review
Montgomery,MN,Minnesota,44.44028,-93.58056,Le Sueur,56069,44.44028,-93.58056,0.0,OK
Monticello,MN,Minnesota,45.30056,-93.79667,Wright,,45.30056,-93.79667,0.0,OK
Montrose,MN,Minnesota,45.06722,-93.9125,Wright,55363,46.343825300229575,-89.4589945622157,232.79212097172544,Bad
Moorhead,MN,Minnesota,46.87389,-96.76722,Clay,56560–56563,46.919629543955125,-96.70818537416578,4.21858017818632,Review
Moose Lake,MN,Minnesota,46.45139,-92.76333,Carlton,55767,46.46235971811066,-92.7283755191302,1.8325558964714783,Review
Mora,MN,Minnesota,45.87389,-93.29389,Kanabec,55051,48.20234538622956,-91.30747857551263,186.18805456244473,Bad
Morgan,MN,Minnesota,44.41639,-94.92583,Redwood,56266,44.41639,-94.92583,0.0,OK
Morris,MN,Minnesota,45.585,-95.91,Stevens,56267,45.673716628184046,-95.81426595005789,7.68482543767665,Review
Morris,MN,Minnesota,45.585,-95.91,Stevens,56267,45.61068089939786,-95.86189007489811,2.93013179926574,Review
Morton,MN,Minnesota,44.55167,-94.98556,Renville,56270,44.55167,-94.98556,0.0,OK
Motley,MN,Minnesota,46.335,-94.64583,Cass,56466,46.335,-94.64583,0.0,OK
Mound,MN,Minnesota,44.93667,-93.66611,Hennepin,,44.94761180816964,-93.5782744469658,4.373430950057985,Review
Mounds View,MN,Minnesota,45.10472,-93.20611,Ramsey,55112,45.1842632350742,-93.16298485039925,5.8833545547379,Review
Mountain Iron,MN,Minnesota,47.51917,-92.60639,St. Louis,55768/55792,50.53311229613412,-90.41421991075146,230.84412733428655,Bad
Mountain Lake,MN,Minnesota,43.93889,-94.92972,Cottonwood,56159,43.93889,-94.92972,0.0,OK
Murdock,MN,Minnesota,45.22389,-95.39222,Swift,56271,47.856904510932196,-92.59768191217562,225.39325886922128,Bad
Myrtle,MN,Minnesota,43.56278,-93.16278,Freeborn,56036,43.58038149265231,-93.12474514412443,2.26306951627973,Review
Nashua,MN,Minnesota,46.03722,-96.30833,Wilkin,56565,46.06681049440498,-96.23620590881033,4.025679718247131,Review
Nashwauk,MN,Minnesota,47.37639,-93.16,Itasca,55769,47.401053193941834,-93.14266612822277,1.8879338674736428,Review
Nassau,MN,Minnesota,45.06778,-96.44139,Lac qui Parle,56257,49.299008702222025,-95.08768148988301,299.1539896163433,Bad
Nelson,MN,Minnesota,45.88583,-95.26472,Douglas,56355,45.903640249711735,-95.22498228537344,2.277148947446522,Review
Nerstrand,MN,Minnesota,44.34111,-93.06639,Rice,55053,44.34111,-93.06639,0.0,OK
Nevis,MN,Minnesota,46.96417,-94.84444,Hubbard,56467,46.96417,-94.84444,0.0,OK
New Auburn,MN,Minnesota,44.67278,-94.23056,Sibley,55366,46.55496818124756,-89.99845546733,242.7850860627243,Bad
New Brighton,MN,Minnesota,45.033,-93.2,Ramsey,55112,45.087350372952265,-93.14563502030573,4.600610059174485,Review
Newfolden,MN,Minnesota,48.35528,-96.32833,Marshall,56738,48.35528,-96.32833,0.0,OK
New Germany,MN,Minnesota,44.88472,-93.96639,Carver,55367,47.266318753059075,-90.9651218977147,218.75597036336083,Bad
New Hope,MN,Minnesota,45.033,-93.383,Hennepin,"55427, 55428",45.033,-93.383,0.0,OK
New London,MN,Minnesota,45.29833,-94.945,Kandiyohi,56273,45.39023685133604,-94.87212176572993,7.2718290110310075,Review
New Munich,MN,Minnesota,45.62861,-94.75333,Stearns,56356,47.001500679930935,-92.18468835965366,155.24252221873797,Bad
Newport,MN,Minnesota,44.87111,-93.00194,Washington,55055,44.9382233170039,-92.94196474395072,5.489998535302452,Review
New Prague,MN,Minnesota,44.54528,-93.57528,Le Sueur,56071,44.58994663725879,-93.54198191399473,3.4947941779793563,Review
New Richland,MN,Minnesota,43.89444,-93.49444,Waseca,56072,43.97938555031013,-93.4432645414061,6.396395991195553,Review
New Trier,MN,Minnesota,44.60278,-92.93333,Dakota,,44.61823769118403,-92.88843036479545,2.458413090540062,Review
New Ulm,MN,Minnesota,44.31194,-94.46306,Brown,56073,46.610329611892176,-89.64638482409313,282.7410418172492,Bad
New York Mills,MN,Minnesota,46.51944,-95.37306,Otter Tail,56567,46.51944,-95.37306,0.0,OK
Nicollet,MN,Minnesota,44.27361,-94.18833,Nicollet,56074,44.34076201459934,-94.10254684018533,6.29179799917402,Review
Nielsville,MN,Minnesota,47.52833,-96.81667,Polk,56568,47.52833,-96.81667,0.0,OK
Nimrod,MN,Minnesota,46.63667,-94.87833,Wadena,,46.6671581951982,-94.85239576317714,2.440632289521628,Review
Nisswa,MN,Minnesota,46.50806,-94.29417,Crow Wing,56468,46.59264454865985,-94.21889350269103,6.855873487371642,Review
Norcross,MN,Minnesota,45.86861,-96.19444,Grant,56274,45.86861,-96.19444,0.0,OK
North Branch,MN,Minnesota,45.51194,-92.98028,Chisago,55056,45.51194,-92.98028,0.0,OK
Northfield,MN,Minnesota,44.45833,-93.16111,Dakota,55057,44.53848334509335,-93.12391247935014,5.831729278147655,Review
North Mankato,MN,Minnesota,44.1700111,-94.0137806,Blue Earth,56003,47.303328238516464,-92.84102385100636,223.69778263196133,Bad
North Oaks,MN,Minnesota,45.09139,-93.09056,Ramsey,"55126, 55127",45.09139,-93.09056,0.0,OK
Northome,MN,Minnesota,47.87306,-94.27889,Koochiching,56661,47.87306,-94.27889,0.0,OK
Northrop,MN,Minnesota,43.73444,-94.43722,Martin,56075,43.73444,-94.43722,0.0,OK
North St. Paul,MN,Minnesota,45.01278,-92.99833,Ramsey,55109,45.09986011791618,-92.91226870378989,7.34186932782376,Review
Norwood Young America,MN,Minnesota,44.767,-93.917,Carver,"55368, 55397, 55473 plus about 20 more.",45.97285746929092,-90.53959403528421,184.26751637353664,Bad
Nowthen,MN,Minnesota,45.3325,-93.44667,Anoka,,45.3325,-93.44667,0.0,OK
Oakdale,MN,Minnesota,44.98722,-92.96583,Washington,"55042, 55128",44.98722,-92.96583,0.0,OK
Oak Grove,MN,Minnesota,45.33806,-93.33333,Anoka,"55011, 55303, 55005",45.33806,-93.33333,0.0,OK
Oak Park Heights,MN,Minnesota,45.035,-92.81056,Washington,55082,45.0546752315358,-92.75698948734907,2.9535894583665123,Review
Odessa,MN,Minnesota,45.26028,-96.32861,Big Stone,56276,45.2978806079413,-96.27814825047176,3.5770338381618383,Review
Odin,MN,Minnesota,43.86667,-94.74194,Watonwan,56160,47.839388904945054,-92.06862968017636,303.14430686148074,Bad
Ogema,MN,Minnesota,47.10389,-95.92667,Becker,56569,47.10389,-95.92667,0.0,OK
Ogilvie,MN,Minnesota,45.83139,-93.42361,Kanabec,56358,45.87625610383899,-93.36171463123837,4.303981726761351,Review
Okabena,MN,Minnesota,43.74,-95.31583,Jackson,56161,46.091413406978944,-90.54273668734966,284.8927911587574,Bad
Oklee,MN,Minnesota,47.8375,-95.85333,Red Lake,56742,47.8375,-95.85333,0.0,OK
Olivia,MN,Minnesota,44.77583,-94.99194,Renville,56277,44.77583,-94.99194,0.0,OK
Onamia,MN,Minnesota,46.07,-93.66833,Mille Lacs,56359,49.81112458170133,-90.55463107467557,296.08259589781414,Bad
Ormsby,MN,Minnesota,43.84917,-94.6975,Martin,56162,43.93502658810324,-94.65339395102023,6.323427405946143,Review
Orono,MN,Minnesota,44.97111,-93.60389,Hennepin,"55300, 55391, 55399, 55356",44.97111,-93.60389,0.0,OK
Oronoco,MN,Minnesota,44.16139,-92.54139,Olmsted,55960,44.16139,-92.54139,0.0,OK
Orr,MN,Minnesota,48.06111,-92.82917,St. Louis,55771,48.09077354822178,-92.80727048972194,2.286614867938857,Review
Ortonville,MN,Minnesota,45.30583,-96.44389,Big Stone,56278,45.30583,-96.44389,0.0,OK
Osakis,MN,Minnesota,45.86583,-95.14694,Douglas,56360,49.935948929812376,-92.37550277575636,309.2221288128395,Bad
Oslo,MN,Minnesota,48.19583,-97.13139,Marshall,56744,48.259482905104406,-97.07923513575078,5.013939214083574,Review
Osseo,MN,Minnesota,45.11722,-93.39944,Hennepin,"55311, 55369",45.17807007347448,-93.31515269529638,5.884083976540202,Review
